Position Drafted,Team,Draft Year,Team PF,Team Yds,Team Ply,Team Y/P,Team TO,Team FL,Team 1stD,Team Cmp,Team Att,Team Yds,Team TD,Team Int,Team NY/A,Team 1stD,Team Att,Team Yds,Team TD,Team Y/A,Team 1stD,Team Pen,Team Yds,Team 1stPy,Team #Dr,Team Sc%,Team TO%,Team Start,Team Time,Team Plays,Team Yds,Team Pts,Opp. PF,Opp. Yds,Opp. Ply,Opp. Y/P,Opp. TO,Opp. FL,Opp. 1stD,Opp. Cmp,Opp. Att,Opp. Yds,Opp. TD,Opp. Int,Opp. NY/A,Opp. 1stD,Opp. Att,Opp. Yds,Opp. TD,Opp. Y/A,Opp. 1stD,Opp. Pen,Opp. Yds,Opp. 1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Start,Opp. Time,Opp. Plays,Opp. Yds,Opp. Pts,Off. Rank PF,Off. Rank Yds,Off. Rank Ply,Off. Rank Y/P,Off. Rank TO,Off. Rank FL,Off. Rank 1stD,Off. Rank Cmp,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Int,Off. Rank NY/A,Off. Rank 1stD,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Y/A,Off. Rank 1stD,Off. Rank Pen,Off. Rank Yds,Off. Rank 1stPy,Off. Rank #Dr,Off. Rank Sc%,Off. Rank TO%,Off. Rank Start,Off. Rank Time,Off. Rank Plays,Off. Rank Yds,Off. Rank Pts,Def. Rank PF,Def. Rank Yds,Def. Rank Ply,Def. Rank Y/P,Def. Rank TO,Def. Rank FL,Def. Rank 1stD,Def. Rank Cmp,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Int,Def. Rank NY/A,Def. Rank 1stD,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Y/A,Def. Rank 1stD,Def. Rank Pen,Def. Rank Yds,Def. Rank 1stPy,Def. Rank #Dr,Def. Rank Sc%,Def. Rank TO%,Def. Rank Start,Def. Rank Time,Def. Rank Plays,Def. Rank Yds,Def. Rank Pts
QB,Bears,2003,281,4395,969,4.5,35,17,260,310,543,3051,22,18,5.2,156,382,1344,8,3.5,79,95,864,25,199,26.1,16.1,Own 30.9,2:15,5.02,21.9,1.39,379,5606,1086,5.2,28,19,328,335,547,3530,24,9,6.1,185,504,2076,13,4.1,110,115,935,33,202,36.6,13.4,Own 34.4,2:36,5.6,27.6,1.83,27,29,,,25,26,28,,20,24,16,21,28,,30,32,29,30,,,,,,25,9,20,28,29,29,27,25,25,,,17,3,28,,18,24,22,30,25,,31,26,10,15,,,,,,5,20,30,19,17,15,21
RB,Bills,2003,379,5591,1054,5.3,31,16,355,377,612,3995,24,15,6.0,218,388,1596,17,4.1,90,112,1031,47,184,35.9,15.8,Own 29.7,2:43,5.91,30.3,1.97,397,5189,999,5.2,19,9,303,281,495,3067,24,10,5.8,160,473,2122,20,4.5,107,117,1053,36,188,33.5,10.1,Own 33.3,2:30,5.5,27.4,1.94,11,11,,,19,25,3,,3,5,11,12,14,,29,24,9,19,,,,,,9,11,29,9,5,9,8,27,15,,,32,25,17,,4,6,22,26,15,,23,29,31,24,,,,,,12,31,26,12,13,12,27
TE,Colts,2003,349,5616,1048,5.4,32,13,324,392,591,4055,27,19,6.6,213,434,1561,12,3.6,93,91,730,18,183,33.9,16.4,Own 33.1,2:43,5.90,30.7,1.87,313,4909,963,5.1,27,17,279,288,468,2917,19,10,5.8,148,459,1992,16,4.3,114,102,746,17,178,31.5,12.4,Own 32.1,2:38,5.6,27.5,1.73,17,9,,,22,15,9,,5,4,3,22,5,,16,26,18,29,,,,,,16,8,5,9,6,7,15,7,8,,,18,5,5,,3,2,9,26,14,,20,20,20,22,,,,,,19,25,20,21,16,14,18
DT,Giants,2003,320,5826,1059,5.5,27,13,323,338,549,3951,19,14,6.9,195,486,1875,14,3.9,95,113,955,33,189,31.2,13.8,Own 30.2,2:41,5.77,30.5,1.63,279,4949,985,5.0,25,14,266,311,541,3119,17,11,5.4,162,407,1830,12,4.5,87,120,897,17,185,27.0,12.4,Own 32.3,2:30,5.5,26.6,1.44,22,6,,,11,15,10,,17,6,20,9,2,,7,14,16,25,,,,,,20,20,28,11,11,8,20,3,9,,,24,9,2,,16,9,5,25,6,,8,16,6,25,,,,,,29,24,22,12,14,10,4
 T,49ers,2003,367,5701,1082,5.3,17,7,342,354,571,3457,23,10,5.8,182,489,2244,16,4.6,141,87,725,19,173,37.6,9.2,Own 31.2,3:01,6.46,32.9,2.03,351,5158,978,5.3,27,8,307,340,552,3506,23,19,6.0,188,394,1652,14,4.2,96,82,681,23,169,34.9,14.8,Own 31.4,2:42,6.0,30.3,1.92,13,8,,,3,4,8,,10,14,14,2,17,,5,6,11,6,,,,,,5,30,18,1,1,4,5,18,14,,,18,27,18,,20,22,18,8,21,,6,7,11,16,,,,,,8,12,15,23,28,26,26
RB,Chiefs,2003,467,6000,965,6.2,15,2,343,292,477,3622,27,13,7.2,179,462,2378,26,5.1,140,75,700,24,178,42.7,7.9,Own 32.2,2:37,5.57,33.7,2.47,399,6248,1081,5.8,31,13,367,403,616,4181,27,18,6.4,227,431,2067,19,4.8,120,100,827,20,182,39.6,16.5,Own 31.4,2:45,6.1,34.3,2.20,1,4,,,1,1,6,,27,11,3,8,1,,10,3,1,2,,,,,,1,31,9,15,16,2,1,28,32,,,8,12,32,,32,31,27,12,27,,14,24,29,30,,,,,,1,8,15,27,30,32,32
DB,Titans,2003,367,5272,1032,5.1,25,10,312,306,500,3320,22,15,6.4,182,511,1952,16,3.8,112,112,891,18,182,34.6,13.2,Own 32.2,2:55,5.85,28.8,1.87,324,4964,974,5.1,29,11,297,339,562,3540,27,18,5.9,197,372,1424,7,3.8,75,99,853,25,177,27.1,14.7,Own 28.1,2:29,5.6,28.0,1.58,13,17,,,10,10,17,,23,20,16,12,9,,4,11,11,26,,,,,,13,22,9,3,8,14,14,11,10,,,14,17,15,,22,25,27,12,18,,2,2,2,7,,,,,,28,14,1,11,22,18,9
LB,Packers,2003,398,5560,1058,5.3,28,12,318,361,580,3627,29,16,6.0,197,451,1933,12,4.3,94,108,913,27,198,34.8,14.1,Own 30.8,2:36,5.52,28.0,1.87,328,4985,987,5.1,45,21,294,287,531,2987,24,24,5.2,143,413,1998,14,4.8,122,98,945,29,198,27.3,21.7,Own 33.2,2:18,5.1,25.1,1.59,6,12,,,14,13,11,,8,10,1,17,16,,14,12,18,11,,,,,,12,19,22,16,21,17,13,12,12,,,1,2,14,,12,3,22,3,3,,12,21,11,31,,,,,,27,1,25,1,3,7,10
DB,Chargers,2003,333,5325,1028,5.2,24,8,313,324,538,3188,17,16,5.7,166,466,2137,19,4.6,117,100,805,30,191,28.3,11.0,Own 31.3,2:36,5.53,27.8,1.60,367,6034,1056,5.7,27,10,326,375,607,4295,26,17,6.6,205,410,1739,15,4.2,91,103,854,30,196,31.6,13.8,Own 28.9,2:33,5.5,30.8,1.79,20,16,,,7,6,16,,21,22,28,17,20,,9,8,7,7,,,,,,23,26,16,16,20,19,21,22,30,,,18,23,26,,31,32,26,15,28,,10,11,17,18,,,,,,18,19,4,15,15,28,19
DB,Raiders,2003,450,6237,1069,5.8,19,9,366,418,619,4475,26,10,6.8,226,414,1762,21,4.3,113,129,1094,27,171,42.7,9.4,Own 31.2,2:58,6.44,36.4,2.38,304,4979,997,5.0,31,10,319,346,570,3526,21,21,5.8,189,384,1453,14,3.8,96,103,787,34,181,28.7,16.6,Own 30.2,2:34,5.6,27.4,1.64,2,1,,,4,7,1,,2,1,8,2,3,,23,18,5,13,,,,,,2,29,18,2,2,1,2,6,11,,,8,23,24,,25,23,15,5,12,,4,3,11,4,,,,,,24,6,9,16,21,13,13
DE,Raiders,2003,450,6237,1069,5.8,19,9,366,418,619,4475,26,10,6.8,226,414,1762,21,4.3,113,129,1094,27,171,42.7,9.4,Own 31.2,2:58,6.44,36.4,2.38,304,4979,997,5.0,31,10,319,346,570,3526,21,21,5.8,189,384,1453,14,3.8,96,103,787,34,181,28.7,16.6,Own 30.2,2:34,5.6,27.4,1.64,2,1,,,4,7,1,,2,1,8,2,3,,23,18,5,13,,,,,,2,29,18,2,2,1,2,6,11,,,8,23,24,,25,23,15,5,12,,4,3,11,4,,,,,,24,6,9,16,21,13,13
DE,Panthers,2002,253,4254,965,4.4,35,13,236,314,579,2882,12,22,4.7,144,354,1372,9,3.9,68,87,747,24,201,22.4,15.9,Own 32.0,2:12,4.94,21.0,1.11,410,5943,1057,5.6,36,12,304,306,510,3642,25,24,6.8,187,521,2301,13,4.4,106,96,793,11,199,31.7,16.6,Own 30.1,2:38,5.5,29.6,1.71,29,30,,,23,16,31,,4,26,30,24,31,,30,29,23,22,,,,,,30,12,14,31,30,31,30,28,31,,,7,14,27,,10,28,24,3,29,,31,31,20,23,,,,,,11,11,9,24,19,28,23
QB,Lions,2002,270,4994,1026,4.9,38,14,289,343,609,3596,18,24,5.3,184,351,1398,8,4.0,74,116,1081,31,188,25.0,19.7,Own 28.4,2:26,5.62,26.4,1.30,424,5521,1015,5.4,22,6,321,312,514,3528,30,16,6.5,189,470,1993,15,4.2,99,95,896,33,187,34.2,10.7,Own 31.1,2:41,5.6,29.4,1.99,26,16,,,27,23,15,,1,6,17,29,25,,31,28,26,17,,,,,,26,3,30,23,8,17,26,30,26,,,29,31,30,,12,25,29,17,24,,22,23,22,20,,,,,,5,28,18,26,24,26,27
 T,Bills,2002,265,5137,1009,5.1,33,13,287,327,557,3451,18,20,5.7,180,406,1686,9,4.2,75,123,954,32,184,24.5,16.8,Own 26.9,2:32,5.64,27.9,1.32,420,5292,969,5.5,19,8,302,284,453,3159,23,11,6.5,154,482,2133,20,4.4,122,93,835,26,182,39.0,9.3,Own 36.6,2:44,5.5,28.9,2.12,27,13,,,19,16,19,,7,12,17,20,17,,26,22,23,12,,,,,,28,7,31,15,6,8,25,29,21,,,30,28,25,,2,13,20,29,25,,27,26,29,24,,,,,,3,30,31,28,23,25,30
DB,Chargers,2002,332,5200,1010,5.1,29,11,290,309,548,3505,16,18,6.1,177,435,1695,13,3.9,92,97,777,21,194,30.4,14.4,Own 32.5,2:31,5.43,26.7,1.51,321,4904,1025,4.8,31,12,290,317,535,3400,24,19,5.9,166,449,1504,10,3.3,99,79,632,25,199,30.2,15.1,Own 30.7,2:25,5.3,24.5,1.59,14,11,,,17,10,14,,13,11,24,17,11,,18,20,11,20,,,,,,12,15,9,16,18,15,18,16,11,,,13,14,16,,20,20,23,12,17,,16,7,11,1,,,,,,15,12,14,5,13,7,17
DT,Chiefs,2002,320,5673,1015,5.6,33,9,324,300,528,3665,17,24,6.5,178,448,2008,16,4.5,119,68,602,27,190,31.6,16.3,Own 30.9,2:28,5.53,29.9,1.64,344,5304,1003,5.3,26,13,296,296,491,3164,19,13,6.1,167,481,2140,15,4.4,111,87,761,18,190,32.1,11.6,Own 30.5,2:37,5.5,27.9,1.68,16,5,,,19,5,4,,15,5,22,29,6,,13,6,4,5,,,,,,10,10,20,21,10,5,11,23,23,,,22,9,19,,7,14,13,25,22,,25,27,22,25,,,,,,8,25,13,22,18,19,22
 T,Vikings,2002,290,5185,978,5.3,39,16,288,335,555,3576,23,23,5.9,179,376,1609,10,4.3,88,109,836,21,182,26.4,20.3,Own 29.2,2:34,5.48,28.4,1.52,390,5666,985,5.8,18,10,312,291,478,3367,16,8,6.6,166,477,2299,21,4.8,127,92,874,19,177,39.5,9.0,Own 31.0,2:47,5.8,31.8,2.02,24,12,,,30,27,17,,10,7,9,27,13,,28,25,20,10,,,,,,23,2,28,13,13,7,17,26,27,,,31,24,28,,5,18,7,31,27,,24,30,31,31,,,,,,2,31,17,30,28,30,28
DB,Cowboys,2002,246,4402,952,4.6,34,14,247,210,413,2218,14,20,5.0,110,505,2184,8,4.3,114,91,744,23,188,23.4,16.0,Own 32.0,2:35,5.24,23.2,1.17,338,4599,985,4.7,25,16,272,287,489,2889,20,9,5.6,160,472,1710,12,3.6,90,69,634,22,186,31.7,10.2,Own 34.7,2:35,5.5,24.6,1.64,30,29,,,22,23,28,,31,31,27,20,29,,3,3,26,7,,,,,,29,11,14,11,25,28,29,20,4,,,23,5,8,,6,3,16,30,11,,23,13,19,8,,,,,,10,29,29,20,20,8,21
DT,Jaguars,2002,294,4840,969,5.0,27,13,289,321,534,3240,20,14,5.4,181,372,1600,11,4.3,85,97,710,23,192,25.5,13.0,Own 31.1,2:20,5.19,25.0,1.41,286,5070,1056,4.8,24,12,300,354,544,3459,13,12,5.9,193,469,1611,15,3.4,89,96,834,18,187,28.9,11.8,Own 31.9,2:44,5.8,27.0,1.47,21,20,,,9,16,15,,14,18,12,7,22,,29,26,14,9,,,,,,24,20,18,28,26,23,24,10,16,,,25,14,22,,22,22,2,28,16,,21,10,22,2,,,,,,16,23,22,28,30,18,12
 T,Bengals,2002,226,4800,1071,4.5,37,11,294,322,602,3088,12,26,4.9,176,441,1712,11,3.9,96,103,870,22,195,20.5,17.4,Own 29.4,2:26,5.64,24.5,1.09,309,4832,1013,4.8,28,15,281,311,512,3157,23,13,5.6,173,453,1675,10,3.7,86,101,837,22,198,27.8,13.1,Own 35.9,2:31,5.3,24.2,1.50,31,23,,,26,10,11,,2,23,30,31,30,,15,18,14,21,,,,,,31,6,26,23,7,25,31,14,9,,,16,6,11,,11,12,20,25,12,,17,11,11,10,,,,,,21,21,30,13,7,5,16
DE,Colts,2002,413,5955,1025,5.8,38,15,343,349,557,3989,27,23,6.8,206,438,1966,16,4.5,110,76,730,27,195,36.4,18.5,Own 29.7,2:30,5.44,30.5,1.97,486,5715,1004,5.7,25,10,323,311,509,3600,30,15,6.6,195,455,2115,20,4.6,108,96,759,20,193,41.5,11.4,Own 34.4,2:26,5.4,29.5,2.28,2,2,,,27,25,2,,7,2,4,27,3,,17,7,4,4,,,,,,2,4,24,19,17,4,3,31,29,,,23,24,31,,9,27,29,20,26,,19,25,29,29,,,,,,1,26,28,7,14,27,31
DT,Cardinals,2002,295,4898,955,5.1,27,13,277,304,526,3449,18,14,6.2,177,400,1449,10,3.6,77,72,620,23,180,27.2,13.3,Own 29.5,2:29,5.45,27.1,1.44,343,5685,1071,5.3,24,7,319,337,556,3598,26,17,6.3,179,496,2087,10,4.2,124,110,980,16,187,31.6,11.8,Own 31.9,2:47,5.9,30.3,1.72,20,18,,,9,16,22,,17,13,17,7,10,,27,27,20,28,,,,,,20,17,25,20,16,11,22,22,28,,,25,29,29,,26,26,26,14,23,,30,24,11,19,,,,,,12,23,22,30,31,29,24
WR,Saints,2002,333,5226,1031,5.1,35,13,294,313,562,3514,27,22,5.7,184,419,1712,8,4.1,87,119,1025,23,196,31.6,16.8,Own 33.2,2:24,5.42,26.3,1.66,409,5070,948,5.3,30,15,284,278,452,3355,30,15,6.6,169,443,1715,15,3.9,88,100,877,27,193,37.3,13.5,Own 33.1,2:32,5.1,26.3,2.05,13,10,,,23,16,11,,6,10,4,24,16,,20,18,26,15,,,,,,9,8,5,26,19,18,8,27,16,,,14,6,13,,1,17,29,20,28,,15,14,22,13,,,,,,4,18,26,17,1,16,29
TE,Giants,2002,294,5335,1028,5.2,29,13,295,327,568,3558,19,16,5.9,189,424,1777,11,4.2,93,97,905,13,196,27.0,12.8,Own 29.0,2:27,5.40,26.9,1.42,321,4975,995,5.0,28,13,268,298,521,3430,25,15,6.0,161,428,1545,7,3.6,83,100,695,24,199,27.6,13.6,Own 32.9,2:27,5.2,24.8,1.47,21,9,,,17,16,10,,5,8,15,13,14,,19,15,14,11,,,,,,21,22,29,22,22,14,23,16,14,,,16,9,6,,17,21,24,20,21,,12,8,4,7,,,,,,23,16,25,8,4,10,14
DT,Titans,2002,336,5352,1026,5.2,28,11,288,307,515,3558,23,17,6.4,179,468,1794,12,3.8,87,119,1025,22,195,28.2,13.3,Own 29.4,2:35,5.41,27.4,1.56,388,5515,996,5.5,24,11,300,328,559,4084,27,13,6.9,192,405,1431,17,3.5,79,88,832,29,194,34.0,11.3,Own 31.6,2:21,5.3,28.3,1.93,12,8,,,13,10,17,,19,8,9,15,9,,11,12,12,23,,,,,,19,17,26,11,21,10,13,25,25,,,25,20,22,,27,31,27,25,30,,5,5,27,6,,,,,,6,27,20,1,9,22,25
RB,Browns,2002,285,4152,934,4.4,33,12,238,279,466,2801,18,21,5.4,139,417,1351,8,3.2,78,94,825,21,196,24.5,15.3,Own 32.4,2:19,4.89,21.1,1.27,319,5297,1089,4.9,42,9,295,309,552,3089,18,33,5.2,161,494,2208,11,4.5,112,103,779,22,204,26.5,20.1,Own 31.5,2:31,5.5,25.9,1.36,25,31,,,19,14,30,,25,28,17,23,23,,21,31,26,31,,,,,,27,13,10,29,31,30,27,15,22,,,1,27,18,,24,10,11,1,5,,29,29,17,26,,,,,,24,2,19,13,21,15,8
DB,Raiders,2002,399,5361,1030,5.2,25,16,316,364,553,3707,27,9,6.4,195,450,1654,14,3.7,102,107,897,19,185,36.2,10.8,Own 33.1,2:42,5.75,28.9,1.97,327,5071,1002,5.1,24,7,296,290,528,3083,16,17,5.4,166,433,1988,17,4.6,104,81,621,26,191,30.4,12.0,Own 30.1,2:27,5.4,26.4,1.60,4,7,,,8,27,5,,11,4,4,1,8,,12,24,9,26,,,,,,4,27,7,5,4,6,4,19,18,,,25,29,19,,19,9,7,14,7,,14,22,27,28,,,,,,14,22,9,8,15,17,19
RB,Falcons,2002,291,5070,988,5.1,28,11,280,278,485,3308,19,17,6.0,165,439,1762,9,4.0,85,90,754,30,188,30.3,14.4,Own 31.5,2:42,5.45,27.0,1.51,377,5845,957,6.1,30,12,298,331,515,3902,29,18,7.1,184,405,1943,13,4.8,95,97,852,19,180,33.9,15.0,Own 30.1,2:35,5.5,32.2,1.95,23,15,,,13,10,21,,23,17,15,15,12,,16,16,23,16,,,,,,13,16,17,5,15,13,19,24,30,,,14,14,21,,13,30,28,13,31,,5,21,20,30,,,,,,7,13,9,20,17,31,26
WR,Broncos,2002,340,4817,1034,4.7,27,8,304,312,511,2940,26,19,5.3,174,481,1877,7,3.9,106,95,917,24,195,32.8,13.3,Own 31.1,2:36,5.49,24.7,1.66,339,4774,960,5.0,37,15,292,308,515,3282,23,22,5.9,176,406,1492,9,3.7,86,100,853,30,187,30.5,17.1,Own 31.7,2:28,5.3,25.4,1.60,10,22,,,9,3,7,,20,25,8,18,26,,6,10,30,19,,,,,,6,17,18,10,12,24,9,21,8,,,5,6,17,,13,16,20,6,18,,7,6,7,9,,,,,,13,9,21,11,11,13,18
WR,Packers,2002,390,5463,942,5.8,27,12,282,314,510,3770,32,15,7.1,187,410,1693,11,4.1,72,80,633,23,195,32.3,12.8,Own 30.3,2:25,4.99,27.8,1.85,266,4937,1041,4.7,39,19,278,341,583,3168,14,20,5.0,176,406,1769,10,4.4,83,104,921,19,194,23.7,17.5,Own 30.9,2:31,5.5,25.3,1.21,5,6,,,9,14,20,,21,3,2,11,2,,24,21,14,13,,,,,,8,21,23,25,29,9,5,5,12,,,2,1,10,,30,15,4,9,1,,7,16,11,22,,,,,,27,8,15,13,22,11,5
TE,Patriots,2002,371,4882,1001,4.9,28,13,292,306,482,3089,21,15,5.9,163,473,1793,15,3.8,101,92,802,28,185,32.4,14.6,Own 32.6,2:41,5.57,26.2,1.75,272,5352,1016,5.3,35,13,303,299,546,3497,15,22,6.0,171,429,1855,7,4.3,99,93,839,33,188,27.7,17.6,Own 29.8,2:31,5.6,28.4,1.30,6,19,,,13,16,13,,24,22,11,11,15,,8,13,7,24,,,,,,7,14,8,7,9,19,7,6,24,,,8,9,26,,23,24,6,6,19,,13,19,4,21,,,,,,22,7,7,13,25,24,6
DE,Jets,2002,308,4795,928,5.2,21,7,274,272,464,2741,17,14,5.7,151,445,2054,11,4.6,105,62,507,18,176,29.5,10.8,Own 34.4,2:39,5.45,27.0,1.52,295,5153,1030,5.0,39,19,284,313,516,2999,14,20,5.5,155,481,2154,15,4.5,116,85,700,13,182,28.0,20.9,Own 29.5,2:42,5.8,28.1,1.48,17,24,,,2,1,24,,26,29,22,7,18,,14,4,14,3,,,,,,16,28,1,8,14,12,16,12,19,,,2,1,13,,15,7,4,9,8,,25,28,22,27,,,,,,18,1,5,27,29,21,15
LB,Raiders,2002,399,5361,1030,5.2,25,16,316,364,553,3707,27,9,6.4,195,450,1654,14,3.7,102,107,897,19,185,36.2,10.8,Own 33.1,2:42,5.75,28.9,1.97,327,5071,1002,5.1,24,7,296,290,528,3083,16,17,5.4,166,433,1988,17,4.6,104,81,621,26,191,30.4,12.0,Own 30.1,2:27,5.4,26.4,1.60,4,7,,,8,27,5,,11,4,4,1,8,,12,24,9,26,,,,,,4,27,7,5,4,6,4,19,18,,,25,29,19,,19,9,7,14,7,,14,22,27,28,,,,,,14,22,9,8,15,17,19
DB,Ravens,2002,303,5124,1080,4.7,36,16,299,320,557,3314,18,20,5.6,180,483,1810,11,3.7,92,89,728,27,202,29.2,16.3,Own 33.4,2:21,5.52,25.3,1.45,265,4446,1010,4.4,28,12,262,321,555,3035,16,16,5.1,161,410,1411,10,3.4,81,105,903,20,204,22.1,13.2,Own 32.4,2:23,5.1,21.8,1.17,18,14,,,25,27,8,,7,16,17,20,20,,5,11,14,25,,,,,,18,9,3,27,11,22,20,4,2,,,16,14,3,,25,8,7,17,2,,9,4,11,3,,,,,,28,20,24,3,2,1,4
DE,Saints,2002,333,5226,1031,5.1,35,13,294,313,562,3514,27,22,5.7,184,419,1712,8,4.1,87,119,1025,23,196,31.6,16.8,Own 33.2,2:24,5.42,26.3,1.66,409,5070,948,5.3,30,15,284,278,452,3355,30,15,6.6,169,443,1715,15,3.9,88,100,877,27,193,37.3,13.5,Own 33.1,2:32,5.1,26.3,2.05,13,10,,,23,16,11,,6,10,4,24,16,,20,18,26,15,,,,,,9,8,5,26,19,18,8,27,16,,,14,6,13,,1,17,29,20,28,,15,14,22,13,,,,,,4,18,26,17,1,16,29
DB,Eagles,2002,343,4923,974,5.1,24,10,256,300,522,3145,27,14,5.6,146,412,1778,6,4.3,90,100,768,20,201,29.4,10.9,Own 32.3,2:18,5.00,24.2,1.54,208,4701,1017,4.6,33,19,262,288,517,2864,13,14,5.1,150,455,1837,6,4.0,88,85,741,24,199,21.1,14.1,Own 29.6,2:32,5.3,23.5,1.02,9,17,,,6,8,27,,18,20,4,7,19,,23,14,31,8,,,,,,17,26,11,30,28,26,15,2,7,,,12,1,3,,16,2,2,23,4,,19,18,2,16,,,,,,29,14,6,17,10,3,2
DB,49ers,2002,409,5689,1041,5.5,19,7,328,318,506,3445,32,12,6.5,184,509,2244,16,4.4,121,82,669,23,182,36.3,10.4,Own 30.7,2:51,5.86,31.2,2.14,282,4954,988,5.0,34,10,289,332,567,3383,18,24,5.6,179,389,1571,9,4.0,89,95,812,21,176,28.4,18.8,Own 30.9,2:37,5.8,28.0,1.47,3,4,,,1,1,3,,22,14,2,2,5,,2,2,4,6,,,,,,3,29,21,2,3,3,2,9,13,,,9,24,15,,29,19,11,3,14,,4,9,7,17,,,,,,17,4,15,22,26,20,13
TE,Seahawks,2002,301,4772,980,4.9,21,9,274,258,462,2836,15,12,5.5,141,469,1936,15,4.1,107,66,579,26,187,26.7,10.2,Own 30.5,2:34,5.41,25.5,1.44,324,5206,1028,5.1,27,13,300,339,563,3485,20,14,5.8,186,427,1721,9,4.0,91,101,805,23,184,32.1,13.6,Own 29.9,2:38,5.8,28.3,1.61,19,25,,,2,5,24,,27,27,26,2,21,,10,9,7,14,,,,,,22,31,22,13,20,20,21,18,20,,,21,9,22,,28,23,16,23,15,,11,15,7,15,,,,,,9,15,8,24,27,23,20
 T,Bears,2002,338,4694,1020,4.6,24,8,277,315,528,2952,20,16,5.4,153,475,1742,12,3.7,100,63,622,24,195,29.7,11.3,Own 33.4,2:31,5.39,23.9,1.55,203,4978,1023,4.9,37,17,277,355,602,3665,12,20,5.6,191,373,1313,6,3.5,71,97,808,15,193,18.7,18.7,Own 29.2,2:27,5.4,25.6,0.93,11,26,,,6,3,22,,15,24,12,13,24,,7,17,12,27,,,,,,14,25,3,16,23,27,14,1,15,,,5,4,9,,31,29,1,9,13,,3,2,2,4,,,,,,30,5,3,8,16,14,1
 G,Steelers,2002,352,5887,1065,5.5,21,9,314,274,454,3113,16,12,6.4,150,580,2774,17,4.8,148,86,737,16,182,34.6,11.5,Own 32.2,3:03,6.09,32.2,1.76,212,4137,919,4.5,28,12,254,295,525,2942,19,16,5.1,160,339,1195,5,3.5,70,71,585,24,178,18.5,13.5,Own 29.0,2:21,5.3,23.0,1.10,7,3,,,2,5,6,,28,21,24,2,7,,1,1,2,2,,,,,,5,24,13,1,1,2,6,3,1,,,16,14,1,,18,4,13,17,3,,1,1,1,5,,,,,,31,17,2,1,8,2,3
LB,Rams,2002,503,6690,1007,6.6,44,22,357,379,551,4663,37,22,7.9,236,416,2027,20,4.9,104,107,847,17,182,44.0,20.9,Own 32.3,2:49,5.69,36.6,2.57,273,4471,952,4.7,34,13,256,314,541,3097,16,21,5.3,153,366,1374,11,3.8,77,100,830,26,188,25.5,18.1,Own 33.2,2:25,5.2,23.6,1.36,1,1,,,31,31,1,,12,1,1,24,1,,22,5,1,1,,,,,,1,1,11,3,5,1,1,7,3,,,9,9,2,,21,11,7,8,6,,2,3,17,11,,,,,,25,6,27,5,5,4,7
QB,Redskins,2002,256,4435,960,4.6,28,15,241,235,432,2487,13,13,5.3,122,490,1948,10,4.0,104,104,828,15,192,25.5,12.0,Own 33.2,2:31,5.17,23.0,1.24,303,4846,982,4.9,34,11,271,262,473,2977,19,23,6.0,149,484,1869,10,3.9,103,83,672,19,190,27.9,16.8,Own 30.2,2:30,5.3,25.4,1.45,28,28,,,13,25,29,,30,30,28,6,27,,4,8,20,18,,,,,,24,23,5,16,27,29,28,13,10,,,9,20,7,,4,6,13,5,20,,28,20,11,12,,,,,,19,10,12,12,12,12,11
QB,Falcons,2001,252,3994,925,4.3,34,14,256,285,514,2780,14,20,4.8,156,350,1214,6,3.5,65,97,720,35,183,24.6,16.9,Own 32.2,2:34,5.22,21.7,1.17,413,5607,999,5.6,25,10,308,306,515,3624,23,15,6.6,175,453,1983,16,4.4,113,122,1010,20,184,37.0,12.5,Own 30.3,2:39,5.6,30.5,1.96,27,30,,,23,20,25,,18,24,25,24,28,,29,28,29,27,,,,,,26,7,10,15,26,28,26,26,25,,,20,22,19,,10,24,17,21,30,,21,27,24,24,,,,,,7,20,10,20,21,26,25
 T,Cardinals,2001,210,4528,932,4.9,44,20,253,316,554,3250,16,24,5.5,156,343,1278,6,3.7,71,96,785,26,176,21.6,22.2,Own 30.9,2:25,5.43,25.7,1.15,443,5737,1062,5.4,20,10,345,296,459,3128,19,10,6.5,175,578,2609,29,4.5,149,96,914,21,178,42.1,11.2,Own 33.8,3:00,6.2,32.2,2.34,29,24,,,30,29,27,,13,17,23,29,17,,30,27,29,25,,,,,,27,2,19,23,20,19,27,30,30,,,29,22,30,,3,11,13,28,27,,30,30,31,26,,,,,,1,25,27,31,31,29,31
DT,Browns,2001,161,3530,859,4.1,28,9,176,278,483,2445,9,19,4.7,110,336,1085,7,3.2,53,103,925,13,190,15.8,13.7,Own 28.5,2:11,4.62,18.6,0.81,419,5643,1122,5.0,25,13,343,262,486,3138,18,12,5.9,169,594,2505,26,4.2,147,71,626,27,192,39.1,10.9,Own 34.7,2:50,6.0,29.3,2.09,31,31,,,13,2,31,,24,30,30,20,30,,31,30,26,30,,,,,,31,18,30,31,31,31,31,27,26,,,20,13,28,,7,12,11,25,17,,31,29,30,19,,,,,,4,26,28,29,29,23,28
